id,question,volume,liquidity,spread,sentiment_score,time_to_expiry,current_price,target
551963,Xi Jinping out in 2025?,75115455.784458,706733.86873,0.01,0.5,10,0.5,1
540236,Will the Tennessee Titans win Super Bowl 2026?,70848160.38227,0.0,0.01,0.5,10,0.5,1
516719,Russia x Ukraine ceasefire in 2025?,67970317.121469,413881.08297,0.01,0.5,10,0.5,1
540225,Will the Miami Dolphins win Super Bowl 2026?,64086195.940181,0.0,0.01,0.5,10,0.5,1
540230,Will the New York Jets win Super Bowl 2026?,57232072.113335,0.0,0.01,0.5,10,0.5,1
540210,Will the Carolina Panthers win Super Bowl 2026?,52672965.156117,667622.43824,0.01,0.5,10,0.5,1
540213,Will the Cleveland Browns win Super Bowl 2026?,51375598.94358,0.0,0.01,0.5,10,0.5,1
540222,Will the Las Vegas Raiders win Super Bowl 2026?,50242113.927574,0.0,0.01,0.5,10,0.5,1
540228,Will the New Orleans Saints win Super Bowl 2026?,48283192.641205,0.0,0.01,0.5,10,0.5,1
540206,Will the Arizona Cardinals win Super Bowl 2026?,42048002.788895,0.0,0.01,0.5,10,0.5,1
540212,Will the Cincinnati Bengals win Super Bowl 2026?,39998043.163255,0.0,0.01,0.5,10,0.5,1
540229,Will the New York Giants win Super Bowl 2026?,37490995.246916,0.0,0.01,0.5,10,0.5,1
601700,Fed increases interest rates by 25+ bps after January 2026 meeting?,30868859.712147,3426569.39658,0.01,0.5,10,0.5,1
566203,Will Leeds win the 2025–26 English Premier League?,30659870.551948,377285.54516,0.01,0.5,10,0.5,1
516861,"Will Bitcoin reach $1,000,000 by December 31, 2025?",29845245.026929,408594.02587,0.01,0.5,10,0.5,1
516947,Maduro out in 2025?,28261493.560737,738964.12182,0.01,0.5,10,0.5,1
601697,Fed decreases interest rates by 50+ bps after January 2026 meeting?,27134132.730323,804525.15806,0.01,0.5,10,0.5,1
566174,Will Slavia Pragu win the 2025–26 Champions League?,26651467.70973,117887.3363,0.01,0.5,10,0.5,1
563368,Will Satoshi move any Bitcoin in 2025?,25754763.421459,1097287.98566,0.01,0.5,10,0.5,1
516846,Will Saudi Aramco be the largest company in the world by market cap on December 31?,25192397.228934,283242.44742,0.01,0.5,10,0.5,1
559684,Will Chelsea Clinton win the 2028 Democratic presidential nomination?,24023085.890615,571475.15623,0.01,0.5,10,0.5,1
559688,Will Andrew Yang win the 2028 Democratic presidential nomination?,22836937.969252,601383.11982,0.01,0.5,10,0.5,1
686122,Lighter market cap (FDV) >$1B one day after launch?,22215364.622753,176263.0003,0.01,0.5,10,0.5,1
559680,Will Phil Murphy win the 2028 Democratic presidential nomination?,21923594.812812,1066251.14181,0.01,0.5,10,0.5,1
559685,Will MrBeast win the 2028 Democratic presidential nomination?,21398342.465371,771600.73291,0.01,0.5,10,0.5,1
559687,Will Oprah Winfrey win the 2028 Democratic presidential nomination?,20964622.904783,868517.01034,0.01,0.5,10,0.5,1
561251,Will LeBron James win the 2028 US Presidential Election?,20721699.880902,800712.04038,0.01,0.5,10,0.5,1
559681,Will LeBron James win the 2028 Democratic presidential nomination?,20514399.666125,1147291.24102,0.01,0.5,10,0.5,1
559683,Will George Clooney win the 2028 Democratic presidential nomination?,19960456.564042,513238.86747,0.01,0.5,10,0.5,0
559671,Will Zohran Mamdani win the 2028 Democratic presidential nomination?,19381143.662531,385084.81056,0.01,0.5,10,0.5,0
516863,"Will Bitcoin reach $200,000 by December 31, 2025?",19163792.546605,931128.35469,0.01,0.5,10,0.5,0
559677,Will Hillary Clinton win the 2028 Democratic presidential nomination?,19094166.441051,766771.11644,0.01,0.5,10,0.5,0
572489,Will Trump nominate Janet Yellen as the next Fed chair?,18868298.349942,147546.61531,0.01,0.5,10,0.5,0
559678,Will Liz Cheney win the 2028 Democratic presidential nomination?,18436977.958428,942246.05121,0.01,0.5,10,0.5,0
516878,"Will Ethereum hit $5,000 by December 31?",18232755.244424,308545.90932,0.01,0.5,10,0.5,0
566167,Will Olympiakos win the 2025–26 Champions League?,16865569.473072,585017.54367,0.01,0.5,10,0.5,0
559689,Will Beto O’Rourke win the 2028 Democratic presidential nomination?,16717719.011723,74482.96249,0.01,0.5,10,0.5,0
559682,Will Hunter Biden win the 2028 Democratic presidential nomination?,16536614.117612,617974.47145,0.01,0.5,10,0.5,0
559679,Will Bernie Sanders win the 2028 Democratic presidential nomination?,16502046.265773,808462.0862,0.01,0.5,10,0.5,0
516864,"Will Bitcoin reach $150,000 by December 31, 2025?",16069913.664128,557097.81993,0.01,0.5,10,0.5,0
517018,Will Thunderbolts be the top grossing movie of 2025?,15681215.646287,2022395.31863,0.01,0.5,10,0.5,0
516862,"Will Bitcoin reach $250,000 by December 31, 2025?",15613385.448687,1125531.75438,0.01,0.5,10,0.5,0
561247,Will Tim Walz win the 2028 US Presidential Election?,15381841.367046,812009.85528,0.01,0.5,10,0.5,0
553878,Will the Chicago Bulls win the 2026 NBA Finals?,15368533.370957,350295.45634,0.01,0.5,10,0.5,0
540214,Will the Dallas Cowboys win Super Bowl 2026?,14853068.898842,0.0,0.01,0.5,10,0.5,0
517016,Will Captain America: Brave New World be the top grossing movie of 2025?,14757329.110922,1302556.71254,0.01,0.5,10,0.5,0
561249,Will Greg Abbott win the 2028 US Presidential Election?,14602942.749246,911212.66456,0.01,0.5,10,0.5,0
556077,Will lighter perform an airdrop by December 31? ,14525719.570966,125403.2099,0.01,0.5,10,0.5,0
561242,Will Tulsi Gabbard win the 2028 US Presidential Election?,14167732.408123,604874.17051,0.01,0.5,10,0.5,0
572494,Will Trump nominate himself as the next Fed chair?,14146211.771,34900.91854,0.01,0.5,10,0.5,0
517019,Will How to Train Your Dragon be the top grossing movie of 2025?,13950049.259758,1316701.87037,0.01,0.5,10,0.5,0
569437,Will Raul Perestrello win the 2026 Portugal presidential election?,13932803.434092,67350.13665,0.01,0.5,10,0.5,0
517014,Will The Fantastic Four: First Steps be the top grossing movie of 2025?,13637324.374383,1221345.47756,0.01,0.5,10,0.5,0
559690,Will Kim Kardashian win the 2028 Democratic presidential nomination?,13494532.160042,1069310.05048,0.01,0.5,10,0.5,0
559666,Will Tim Walz win the 2028 Democratic presidential nomination?,13343019.665857,616574.81326,0.01,0.5,10,0.5,0
516865,"Will Bitcoin reach $130,000 by December 31, 2025?",12879470.131995,297689.50426,0.01,0.5,10,0.5,0
566170,Will Club Brugge win the 2025–26 Champions League?,12610612.229639,644376.04189,0.01,0.5,10,0.5,0
588775,US x Venezuela military engagement by December 31?,12525394.9888,48523.75549,0.01,0.5,10,0.5,0
566197,Will Everton win the 2025–26 English Premier League?,12489541.800773,654719.94277,0.01,0.5,10,0.5,0
516824,Will Tesla be the largest company in the world by market cap on December 31?,12046070.052878,270359.0097,0.01,0.5,10,0.5,0
559676,Will Barack Obama win the 2028 Democratic presidential nomination?,12015259.253439,434368.61555,0.01,0.5,10,0.5,0
561248,Will Vivek Ramaswamy win the 2028 US Presidential Election?,11817213.864172,548278.65332,0.01,0.5,10,0.5,0
520630,Will China invade Taiwan in 2025?,11748350.72166,96460.8948,0.01,0.5,10,0.5,0
520930,Jerome Powell out as Fed Chair in 2025?,11732972.475196,113040.90862,0.01,0.5,10,0.5,0
566194,Will Brighton win the 2025–26 English Premier League?,11693997.122993,725023.57883,0.01,0.5,10,0.5,0
517015,Will Jurassic World: Rebirth be the top grossing movie of 2025?,11597288.148951,1920487.98775,0.01,0.5,10,0.5,0
572472,Will Trump nominate Bill Pulte as the next Fed chair?,11559826.487131,89401.38636,0.01,0.5,10,0.5,0
690635,Will Stephen Colbert be named in newly released Epstein files?,11385724.578479,0.0,0.01,0.5,10,0.5,0
516710,US recession in 2025?,11362240.206091,76850.15567,0.01,0.5,10,0.5,0
540226,Will the Minnesota Vikings win Super Bowl 2026?,11351131.121443,0.0,0.01,0.5,10,0.5,0
561995,Will Mike Pence win the 2028 Republican presidential nomination?,11337505.476917,358462.96487,0.01,0.5,10,0.5,0
556033,Lighter market cap (FDV) >$2B one day after launch?,11233533.985922,110338.8169,0.01,0.5,10,0.5,0
561250,Will Elon Musk win the 2028 US Presidential Election?,10989463.726555,346079.51789,0.01,0.5,10,0.5,0
516716,Khamenei out as Supreme Leader of Iran in 2025?,10776635.079913,42357.1072,0.01,0.5,10,0.5,0
561254,Will Kim Kardashian win the 2028 US Presidential Election?,10751593.761585,836300.73795,0.01,0.5,10,0.5,0
559672,Will Roy Cooper win the 2028 Democratic presidential nomination?,10737420.162579,315562.13142,0.01,0.5,10,0.5,0
561240,Will Stephen Smith win the 2028 US Presidential Election?,10305930.151354,562010.9994,0.01,0.5,10,0.5,0
517013,Will Superman be the top grossing movie of 2025?,10175674.187634,1880241.50215,0.01,0.5,10,0.5,0
566163,Will Ajax win the 2025–26 Champions League?,10164499.515809,296159.09212,0.01,0.5,10,0.5,0
561999,Will Tom Brady win the 2028 Republican presidential nomination?,10150136.898461,413193.12258,0.01,0.5,10,0.5,0
559670,Will Gina Raimondo win the 2028 Democratic presidential nomination?,10108077.327245,816726.02291,0.01,0.5,10,0.5,0
516877,"Will Ethereum hit $6,000 by December 31?",9935915.999328,303117.65828,0.01,0.5,10,0.5,0
561993,Will John Thune win the 2028 Republican presidential nomination?,9912169.510272,419871.15879,0.01,0.5,10,0.5,0
561994,Will Kristi Noem win the 2028 Republican presidential nomination?,9705165.946253,250600.44523,0.01,0.5,10,0.5,0
540207,Will the Atlanta Falcons win Super Bowl 2026?,9516223.351718,0.0,0.01,0.5,10,0.5,0
561245,Will Nikki Haley win the 2028 US Presidential Election?,9493863.739046,421862.12812,0.01,0.5,10,0.5,0
566193,Will Aston Villa win the 2025–26 English Premier League?,9351160.715368,253547.03704,0.01,0.5,10,0.5,0
516874,"Will Ethereum hit $10,000 by December 31?",9299080.186825,521389.71329,0.01,0.5,10,0.5,0
690390,Epstein blackmail evidence released in 2025? ,9257039.920657,0.0,0.01,0.5,10,0.5,0
517011,Will Avatar 3 be the top grossing movie of 2025?,9248386.006679,403905.59133,0.01,0.5,10,0.5,0
559664,Will Raphael Warnock win the 2028 Democratic presidential nomination?,9192144.287179,726855.87473,0.01,0.5,10,0.5,0
569428,Will Aristides Teixeira win the 2026 Portugal presidential election?,8932670.816016,50862.32665,0.01,0.5,10,0.5,0
516969,Will Microsoft have the top AI model on December 31?,8693401.958086,166312.31321,0.01,0.5,10,0.5,0
631279,Will Saudi Aramco be the second-largest company in the world by market cap on December 31?,8686661.686424,40548.90431,0.01,0.5,10,0.5,0
566198,Will West Ham win the 2025–26 English Premier League?,8651399.173273,387232.34846,0.01,0.5,10,0.5,0
566153,Will Athletic Club win the 2025–26 Champions League?,8590453.795719,484698.52013,0.01,0.5,10,0.5,0
687200,"Will Bitcoin reach $100,000 by December 31, 2025?",8577131.524987,219179.52178,0.01,0.5,10,0.5,0
569431,Will Pedro Tinoco de Faria win the 2026 Portugal presidential election?,8543857.267271,69139.41553,0.01,0.5,10,0.5,0
566195,Will Nottm Forest win the 2025–26 English Premier League?,8531435.163474,557768.28537,0.01,0.5,10,0.5,0
516818,Will NVIDIA be the largest company in the world by market cap on December 31?,8384542.804008,162327.28068,0.01,0.5,10,0.5,0
